Date,Open,High,Low,Close,Volume,WMA,EMA12,EMA26,MACD_LINE,SIGNAL_LINE,MACD_HISTOGRAMS,RSI,TWAP_10,AR,ATR,SVMA_20,returns
1991-12-13,0.3273097640938229,0.3658167951636844,0.3224966789954224,0.3465632796287536,143667200,,,,,,,,,,,,
1991-12-16,0.3465631386926022,0.3561898925451746,0.3321233016989566,0.3417500555515289,22585600,,,,,,,,,0.024066590846217983,0.024066590846217983,,-0.01388844219843708
1991-12-17,0.3561898925451746,0.3561898925451746,0.3369363848400299,0.3417500555515289,16176000,,,,,,,,,0.019253507705144668,0.023722799193284176,,0.0
1991-12-18,0.341750048086901,0.3513768017292022,0.341750048086901,0.3513768017292022,10899200,,,,,,,,,0.0096267536423012,0.018565882414941563,,0.028168967411394685
1991-12-19,0.3513768089863723,0.3513768089863723,0.3369363844394684,0.3369363844394684,7299200,,,,,,,,,0.014440424546903918,0.009970587278344252,,-0.041096672343391406
1991-12-20,0.3369365218612882,0.3513769522978186,0.3369365218612882,0.3465632796287536,5235200,,,,,,,,,0.01444056785835024,0.014440434783435799,,0.028571848081354132
1991-12-23,0.3513769574194536,0.3513769574194536,0.336936526772441,0.3441567420959472,7894400,,,,,,,,,0.014440430647012559,0.014440558057540406,,-0.006944006114509113
1991-12-24,0.3393429599025558,0.3706303536891937,0.3369364180945017,0.3706303536891937,7129600,,,,,,,,,0.033693935594692026,0.015815681000418236,,0.07692312355126245
1991-12-26,0.3610037834422738,0.4235774278640747,0.3610037834422738,0.4235774278640747,8672000,,,,,,,,,0.06257364442180091,0.03575677193948552,,0.14285682121783738
1991-12-27,0.4283908775865375,0.4283908775865375,0.3995106135100454,0.4091373682022095,6396800,0.3727744167501276,,,,,,,0.35751379806414146,0.02888026407649208,0.060166974397135996,,-0.03409072040188842
1991-12-30,0.409137330766242,0.4187640845775604,0.3995105769549236,0.4187640845775604,6627200,0.38323258215730843,,,,,,75.0000567559965,0.36461353703900656,0.019253507622636834,0.02819263861550242,,0.023529301216488014
1991-12-31,0.4187641228971944,0.4813377346114436,0.4139504517658415,0.4765246510505676,12572800,0.4028799268332395,0.4765246510505676,,,,,84.14632249463564,0.3749623013349262,0.06738728284560208,0.02269163442427721,,0.13793104184489635
1992-01-02,0.4765245480901914,0.5342850637635268,0.4717108779989052,0.5318779349327087,22121600,0.4301410577513955,0.4850405408785894,,,,,87.61900347777623,0.39054560631751173,0.06257418576462159,0.06704349019696063,,0.1161603786081303
1992-01-03,0.5342851792257924,0.5487250174794879,0.5198447534016201,0.5390982627868652,6092800,0.45525810501792213,0.4933571134798626,,,,,87.49996874450426,0.4094380941490508,0.028880264077867812,0.060167477072710605,,0.013575159599485893
1992-01-06,0.5535386606120032,0.5535386606120032,0.4668978727608551,0.5054048895835876,15987200,0.4708359669555317,0.4952106174958203,,,,,81.25013474973036,0.4270069365669699,0.0866407878511481,0.03300601577595926,,-0.06249950246379927
1992-01-07,0.5005911658791935,0.5150315894493628,0.4861513298794093,0.490964412689209,4940800,0.48072522390972483,0.4945573552178801,,,,,76.3158014795034,0.44253006712317056,0.028880259569953493,0.08251503583106277,,-0.028572095743427485
1992-01-08,0.495778301756238,0.495778301756238,0.4187642422656104,0.4332040846347809,36828800,0.4774871278892864,0.48511839051278793,,,,,63.50365036077881,0.4540220107908099,0.07701405949062762,0.03231838813571593,,-0.11764666961919219
1992-01-09,0.447644386973881,0.4765246510505676,0.4428307158425281,0.4765246510505676,20809600,0.4805064558982849,0.4837962767493694,,,,,65.2777946182713,0.46467161877936236,0.04332056641578674,0.07460738141385327,,0.10000036461407973
1992-01-10,0.4813378055890401,0.4861514774302122,0.447644452983089,0.4620842933654785,7961600,0.47897491346706045,0.48045597161338616,,,,,56.24997702349486,0.4723730089482404,0.03850702444712317,0.04297674198945363,,-0.03030348514657794
1992-01-13,0.4717111243651463,0.5150318275309473,0.4572712816903171,0.5005913972854614,8499200,0.48374453783035276,0.48355372940909,,,,,63.768092143340546,0.47935240629790404,0.05776054584063023,0.039882275975230815,18919840.0,0.08333350532113046
1992-01-14,0.5150316437892707,0.5150316437892707,0.4957781353779045,0.5054048895835876,3628800,0.4877265420826999,0.48691544635901274,,,,,63.23528728872334,0.4889791621894977,0.019253508411366194,0.055010043167111375,11917920.0,0.009615611303406667
1992-01-15,0.51503187612736,0.5246586346758086,0.5005914445193309,0.5102182030677795,5910400,0.4910084068775177,0.4905004858526692,,,,,56.14033201094668,0.49547724214112837,0.024067190156477736,0.019597342821731305,11084160.0,0.009523678111143071
1992-01-16,0.5150317450081281,0.5198448292716584,0.4765247206176348,0.4957782328128814,3654400,0.49105221249840475,0.4913124469234711,,,,,42.268192587529654,0.4952967697142527,0.04332010865402364,0.02544239862058816,10458080.0,-0.028301558368704183
1992-01-17,0.4861513078212738,0.5005911431658796,0.4861513078212738,0.4861513078212738,1574400,0.4900020263411782,0.4905184255231331,,,,,38.77557157805315,0.4907240660576512,0.0144398353446058,0.04125723198906522,9991840.0,-0.019417804886244457
1992-01-20,0.481337696313858,0.4909644502401352,0.4572711052833801,0.481337696313858,3350400,0.48903931000015954,0.489106005644783,,,,,44.18599829200051,0.4865123376722207,0.03369334495675508,0.01581508603118789,9794400.0,-0.009901467773455993
1992-01-21,0.4909645617008208,0.4909645617008208,0.4524575372536977,0.4620842933654785,3724800,0.48501356027343057,0.48494881914027466,0.4620842933654785,0.02286452577479614,,,43.181867432767525,0.4841056490753116,0.03850702444712312,0.03403717920606708,9718880.0,-0.0399997820570139
1992-01-22,0.4620841884613037,0.481337696313858,0.4524574345350265,0.481337696313858,5132800,0.48501352234320205,0.48439326178236436,0.4635104713616548,0.020882790420709563,,,63.88879716234771,0.4849479512055912,0.028880261778831462,0.03781939854224514,9580800.0,0.041666430183445506
1992-01-23,0.4909647018351453,0.4909647018351453,0.4524576663970946,0.4524576663970947,3248000,0.47888741330666973,0.47948009326155366,0.4626917450679837,0.016788348193569946,,,42.42421911351935,0.48603095949426456,0.038507035438050674,0.029567888468775692,9386720.0,-0.05999951829646835
1992-01-24,0.4524572219872504,0.4668976398783035,0.4524572219872504,0.4572708904743194,355200,0.47407401745969596,0.4760632928327484,0.46229020028326784,0.013773092549480559,,,48.387085821362774,0.48482758311824725,0.014440417891053103,0.03678799132755085,8970880.0,0.01063795451970616
1992-01-27,0.4668978608323732,0.4668978608323732,0.4380175989531676,0.4476443529129028,2675200,0.4675978584723039,0.47169114822969527,0.46120532270027786,0.010485825529417403,,,27.999948485983182,0.48169888418472084,0.028880261879205615,0.015471835318778283,8784800.0,-0.02105215477729444
1992-01-28,0.4476445145745957,0.4476445145745957,0.4235773271984524,0.4332040846347809,3673600,0.45945886969566346,0.46577006152278533,0.4591311569176485,0.0066389046051368306,,,22.22205915165641,0.4747194873957806,0.024067187376143273,0.028536470843272592,8637120.0,-0.032258350148184504
1992-01-29,0.4380176870451736,0.4524575271036314,0.4235772594161656,0.4428307712078094,1702400,0.4543829294768247,0.46224093993586596,0.4579237209391419,0.004317218996724048,,,24.9998507385786,0.46737906455534317,0.02888026768746582,0.024410978826952028,8093600.0,0.022222058642739784
1992-01-30,0.4380173916663513,0.4717107207952185,0.4380173916663513,0.4572708904743194,2505600,0.4531576915220781,0.4614763169417819,0.45787536312693283,0.003600953814849095,,,35.71412776586632,0.4623249862276415,0.03369332912886719,0.02922405779042306,7112800.0,0.03260866273390388
1992-01-31,0.4572712090948698,0.4620842933654785,0.4524575372536977,0.4620842933654785,1702400,0.45350775122642517,0.4615698517761968,0.4581871357371955,0.00338271603900131,,,40.74065580815439,0.45919629288888714,0.009626756111780821,0.03197428819907531,6893280.0,0.01052637067311731
1992-02-03,0.4620842501518908,0.4957781871773871,0.4572711663313962,0.4741175472736358,2611200,0.4564832573587244,0.4635002664681105,0.4593671662213763,0.004133100246734189,0.004133100246734189,0.0,47.36837302911486,0.45865479795846403,0.03850702084599089,0.011689632164224398,6224480.0,0.02604125282102972
1992-02-04,0.4765246131359345,0.4957781209884888,0.4668978592096573,0.481337696313858,4233600,0.4609027932990681,0.4662444864443793,0.4609946128948934,0.005249873549485917,0.004195143207998174,0.0010547303414877428,57.6923104400583,0.4592564813491421,0.028880261778831462,0.037819395198336644,6189120.0,0.015228605399105965
1992-02-05,0.4765246510505676,0.4861514057427964,0.4765246510505676,0.4765246510505676,3280000,0.464097168228843,0.4678260502299467,0.46214498609161003,0.005681064138336689,0.004277694370794758,0.0014033697675419309,47.826218045543925,0.4602191899309035,0.00962675469222879,0.027505011272645558,4511680.0,-0.009999310879137932
1992-02-06,0.4909643102260879,0.4909643102260879,0.46689772605896,0.4668977260589599,7232000,0.46562870307402177,0.46768323112671795,0.46249704090400634,0.005186190222711606,0.004328166362567916,0.0008580238601436901,57.89474541772764,0.46094117333354384,0.02406658416712787,0.010658171083293009,3832800.0,-0.02020236512504394
1992-02-07,0.4813379429756326,0.4813379429756326,0.418764304174166,0.4524576663970947,8979200,0.4642722259868275,0.46534083655292974,0.461753383533124,0.003587453019805731,0.00428701562130335,-0.000699562601497619,47.61911220253462,0.4610615453884289,0.0625736388014666,0.026817088069580636,3883680.0,-0.03092767185600233
1992-02-10,0.4380177571382673,0.4524575995074378,0.4235773271984524,0.4332040846347809,4940800,0.4595026108351621,0.4603967208732145,0.4596386206517653,0.0007581002214491761,0.004090964765755896,-0.00333286454430672,43.47818830293587,0.45925652276213186,0.028880339198642302,0.06016697454412201,3705760.0,-0.042553333034733326
1992-02-11,0.4380176961421966,0.45245753650055,0.4283909400464402,0.4380176961421966,1667200,0.45587074810808353,0.4569537939915194,0.4580370706880935,-0.001083276696574098,0.003803506906737563,-0.0048867836033116615,52.38107031556352,0.4593768584583559,0.0240665964541098,0.028536500431175695,3607680.0,0.011111648477354276
1992-02-12,0.4380176968713082,0.4765247213184314,0.4283909407595274,0.4620842933654785,3603200,0.4565271101214669,0.4577431015875131,0.4583368649604924,-0.000593763372979339,0.0035592141134199572,-0.004152977486399296,58.3333612814297,0.46058021864690507,0.048133780558903994,0.025785681033023672,3492320.0,0.054944349133029126
