Date,Open,High,Low,Close,Volume
1962-01-02,0.0,1.0487298915950696,1.041659841026958,1.0463732481002808,40740
1962-01-03,0.0,1.0581563711166382,1.0487295599510713,1.0581563711166382,83483
1962-01-04,0.0,1.0746532469703554,1.0605131500905052,1.065226435661316,74801
1962-01-05,0.0,1.0746528796551926,1.06051278760841,1.0628694295883179,42744
1962-01-08,0.0,1.074654332656439,1.0510872805748634,1.0675841569900513,90830
1962-01-09,0.0,1.07229660418495,1.0605131500905052,1.065226435661316,62780
1962-01-10,0.0,1.0652262647343747,1.0416593603270468,1.0440161228179932,38736
1962-01-11,0.0,1.0463727652252501,1.0322325505306398,1.0440161228179932,46751
1962-01-12,0.0,1.0510857850596473,1.0322322903035137,1.0345890522003174,30054
1962-01-15,0.0,1.0345891231440343,1.0086653409198472,1.0157355070114136,36733
1962-01-16,0.0,1.0157355903067025,1.0015954971313477,1.0015954971313477,26047
1962-01-17,0.0,1.0039525032043457,1.001595860182128,1.0039525032043457,39404
1962-01-18,0.0,1.0039525032043457,1.001595860182128,1.0039525032043457,31390
1962-01-19,0.0,1.0086657892487816,1.0039525032043457,1.0039525032043457,38068
1962-01-22,0.0,1.003952297484577,0.9921687245368956,0.9921687245368958,50758
1962-01-23,0.0,0.9945255472017586,0.9898120819975772,0.9921687245368958,43411
1962-01-24,0.0,0.9850991924926372,0.9733156741368412,0.982742428779602,48754
1962-01-25,0.0,0.9850988881976057,0.9803854823112487,0.9803854823112488,41408
1962-01-26,0.0,0.9803848598532271,0.9709580540657042,0.9709580540657043,54765
1962-01-29,0.0,0.9780292431203992,0.9662457228171123,0.9733158349990845,32058
1962-01-30,0.0,0.9874556660652162,0.9756722104970965,0.9874556660652161,34729
1962-01-31,0.0,1.0039521392993476,0.9827418194107995,1.0015954971313477,60776
1962-02-01,0.0,1.011022185887025,0.9921685682083156,1.0015954971313477,66119
1962-02-02,0.0,1.0086657892487816,0.9968823940121108,1.0039525032043457,36733
1962-02-05,0.0,1.0133799314498901,1.001596469008709,1.0133799314498901,50090
1962-02-06,0.0,1.0195578336715698,1.0148046359016039,1.0195578336715698,38736
1962-02-07,0.0,1.0314414501190186,1.0148053074636774,1.0314414501190186,57437
1962-02-08,0.0,1.0361947721320588,1.0266883703011283,1.0314414501190186,71462
1962-02-09,0.0,1.0338183327439636,1.0290652513504028,1.0290652513504028,35397
1962-02-12,0.0,1.0314417920471832,1.0266887106536222,1.0290652513504028,20704
1962-02-13,0.0,1.0290648457012612,1.0219351053237915,1.0219351053237915,48086
1962-02-14,0.0,1.0219348402797734,1.0005453824996948,1.0005453824996948,40072
1962-02-15,0.0,1.010051856861357,0.9910389996302228,1.0029220581054688,54765
1962-02-16,0.0,1.0076750863433566,0.9934156106343213,0.9957922101020813,94169
1962-02-19,0.0,1.0171815197975018,0.998168843356095,1.0005453824996948,66787
1962-02-20,0.0,0.9981687490210789,0.991038950617799,0.9957922101020813,57437
1962-02-21,0.0,0.9886623975266824,0.9744028009245287,0.9767794609069824,83483
1962-02-23,0.0,0.9791561237002977,0.9553901869046497,0.9601434469223022,106859
1962-02-26,0.0,0.9648971393504717,0.9387546467321695,0.9435079097747803,112870
1962-02-27,0.0,0.9696497853112999,0.9435073093299793,0.9601434469223022,96173
1962-02-28,0.0,0.9815327525138854,0.9648965538799251,0.9815327525138855,103520
1962-03-01,0.0,0.9862864761573207,0.9720268697517978,0.9791566729545593,96841
1962-03-02,0.0,0.9815331238549669,0.9744033217430115,0.9744033217430115,68123
1962-03-05,0.0,0.9791567634856598,0.9601440742846891,0.9648971557617188,80812
1962-03-06,0.0,0.9648970632796768,0.9458843759010064,0.9506376385688782,84151
1962-03-07,0.0,0.9506373660170871,0.9316245024430773,0.936377763748169,100848
1962-03-08,0.0,0.9601432176054526,0.931624027603564,0.9530134201049805,49422
1962-03-09,0.0,0.9648965098570211,0.9530136324724556,0.9577667713165283,60776
1962-03-12,0.0,0.957766653244449,0.9411305785179138,0.9411305785179138,68790
1962-03-13,0.0,0.9601432176054526,0.9411304848196148,0.9530134201049805,72130
1962-03-14,0.0,0.9601433552746986,0.9268710227171946,0.9553900957107544,116209
1962-03-15,0.0,0.9530136867335433,0.943507347955374,0.9482604265213013,94169
1962-03-16,0.0,0.9553902260165069,0.9458838872383377,0.9482604265213013,74133
1962-03-19,0.0,0.9482604265213014,0.9363775484601685,0.9482604265213013,60776
1962-03-20,0.0,0.9482604265213014,0.943507347955374,0.9482604265213013,33393
1962-03-21,0.0,0.9458841047119956,0.9340011633700158,0.936377763748169,79476
1962-03-22,0.0,0.9387544817596767,0.9268715381622314,0.9268715381622314,70126
1962-03-23,0.0,0.9340002654399036,0.9197406768798828,0.9197406768798828,126895
1962-03-26,0.0,0.9268719905323108,0.9126123785972596,0.9126123785972595,55433
1962-03-27,0.0,0.9173642950314981,0.900728166103363,0.900728166103363,80812
1962-03-28,0.0,0.900728166103363,0.8793387796330984,0.900728166103363,106191
1962-03-29,0.0,0.9078585571969107,0.8817160171310957,0.8912224173545837,170306
1962-03-30,0.0,0.8912224630240281,0.87933940158696,0.8888457417488098,56101
1962-04-02,0.0,0.8817159046043734,0.8650797668851908,0.8745861053466797,122220
1962-04-03,0.0,0.8793392717068109,0.869832932949066,0.8698329329490662,94169
1962-04-04,0.0,0.8793396013877002,0.8650801181793213,0.8650801181793213,58772
1962-04-05,0.0,0.8840925532340221,0.8627031542784273,0.8817159533500671,89494
1962-04-06,0.0,0.8935990026529054,0.87933940158696,0.8888457417488098,72130
1962-04-09,0.0,0.8840925043569381,0.8745861053466797,0.8745861053466797,62780
1962-04-10,0.0,0.8840932846069336,0.8745868772068656,0.8840932846069336,52094
1962-04-11,0.0,0.8912230901569845,0.8769634790568825,0.8840932846069336,76137
1962-04-12,0.0,0.8817159046043734,0.8674563060889859,0.8745861053466797,52094
1962-04-13,0.0,0.8840925532340221,0.8650798147111551,0.8817159533500671,37401
1962-04-16,0.0,0.8817159320822114,0.869832932949066,0.8698329329490662,64115
1962-04-17,0.0,0.8840932846069336,0.8698336735068316,0.8840932846069336,50758
1962-04-18,0.0,0.8912223036146318,0.8745861053466797,0.8745861053466797,79476
1962-04-19,0.0,0.8745861053466797,0.8650797668851908,0.8745861053466797,110866
1962-04-23,0.0,0.8769629571085912,0.8650800154797842,0.8674565553665161,71462
1962-04-24,0.0,0.8698325835383109,0.855572990306599,0.8627027869224548,92834
1962-04-25,0.0,0.8579505698208071,0.8223016696080054,0.8389378190040588,144259
1962-04-26,0.0,0.8413137130392792,0.8223009782086395,0.8318073153495789,87491
1962-04-27,0.0,0.846067488565305,0.819924994455607,0.8270547986030579,128231
1962-04-30,0.0,0.8413142707864714,0.8270546647985506,0.834184467792511,68123
1962-05-01,0.0,0.8484440313563254,0.8175482199273572,0.8460673093795776,99512
1962-05-02,0.0,0.8531967341124095,0.8389372562510178,0.8436903953552246,74133
1962-05-03,0.0,0.8603274549647036,0.8484445642037483,0.8555742502212524,107527
1962-05-04,0.0,0.853196525939271,0.8389370515570772,0.8484434485435486,38736
1962-05-07,0.0,0.8555731251858888,0.8365603917617027,0.8484434485435486,75469
1962-05-08,0.0,0.8498841351289557,0.8210744184198959,0.8426817059516907,121552
1962-05-09,0.0,0.8378801053623579,0.8234753679631373,0.8258761167526245,88826
1962-05-10,0.0,0.8258765752326124,0.8066702072609788,0.8162733912467957,106191
1962-05-11,0.0,0.8258765752326124,0.8090709573832269,0.8162733912467957,90162
1962-05-14,0.0,0.8594869291289433,0.8090700697289779,0.857086181640625,91498
1962-05-15,0.0,0.8570865643062205,0.8258760378714058,0.8426817059516907,113538
1962-05-16,0.0,0.840281090887598,0.8210746086321354,0.8234754800796509,107527
1962-05-17,0.0,0.8162730246251553,0.7994674143238575,0.8114713430404663,118880
1962-05-18,0.0,0.8066698594758065,0.7874634386191622,0.792264997959137,92834
1962-05-21,0.0,0.799467921257019,0.7874639237632365,0.799467921257019,80144
1962-05-22,0.0,0.7922649219612108,0.7826617430368634,0.7850624918937683,70794
1962-05-23,0.0,0.7850631922984791,0.7682575683133253,0.7754600048065186,136913
1962-05-24,0.0,0.7874627872229198,0.7658555128216455,0.7730579376220703,148267
1962-05-25,0.0,0.7826618276352463,0.7658561556613454,0.7706578373908997,133574
