Date,Open,High,Low,Close,Volume
1973-02-21,0.0,1.05958432575752,1.0505280494689941,1.0505280494689941,10000
1973-02-22,0.0,1.055056187613257,1.0459999113247311,1.0505280494689941,10000
1973-02-23,0.0,1.0550567618696205,0.9735502309097356,1.0460004806518555,8800
1973-02-26,0.0,1.0505283046187015,1.032415747642517,1.032415747642517,34000
1973-02-27,0.0,1.0414720261306094,1.032415747642517,1.032415747642517,8400
1973-02-28,0.0,1.0324151291440955,1.005246309956093,1.0097744464874268,31200
1973-03-01,0.0,1.0143030881881714,1.0052468106150627,1.0143030881881714,74800
1973-03-02,0.0,1.0278871977223758,1.0188309228525751,1.0233590602874756,16800
1973-03-05,0.0,1.02335936576128,1.0143030881881714,1.0143030881881714,12000
1973-03-06,0.0,1.0278873443603516,1.0188310681985864,1.0278873443603516,27200
1973-03-07,0.0,1.02335936576128,1.0052468106150627,1.0143030881881714,34400
1973-03-08,0.0,1.0278871977223758,1.0188309228525751,1.0233590602874756,39600
1973-03-09,0.0,1.0233590602874756,1.0188309228525751,1.0233590602874756,13200
1973-03-12,0.0,1.0233590602874756,1.0188309228525751,1.0233590602874756,22400
1973-03-13,0.0,1.032415747642517,1.0188313299103786,1.032415747642517,30000
1973-03-14,0.0,1.036943793296814,1.023359376790742,1.036943793296814,56000
1973-03-15,0.0,1.032415747642517,1.0233594691544248,1.032415747642517,17600
1973-03-16,0.0,1.0278875045478344,1.0143030881881714,1.0143030881881714,16800
1973-03-19,0.0,1.0143024341480154,1.0007180265478186,1.0052461624145508,13200
1973-03-20,0.0,1.0143024341480154,1.0052461624145508,1.0052461624145508,9600
1973-03-21,0.0,1.0143025830187606,1.005246309956093,1.0097744464874268,14400
1973-03-22,0.0,1.0188305700147475,1.0052461624145508,1.0052461624145508,12400
1973-03-23,0.0,1.0233590602874756,1.0007183731129738,1.0233590602874756,22800
1973-03-26,0.0,1.0218497692729553,1.0126439154957214,1.0172468423843384,12400
1973-03-27,0.0,1.0264518400570293,1.017245993957863,1.0218489170074463,9600
1973-03-28,0.0,1.0310547631066125,1.017245993957863,1.0218489170074463,16000
1973-03-29,0.0,1.0264518400570293,1.017245993957863,1.0218489170074463,10800
1973-03-30,0.0,1.0218496669422497,1.012643814086914,1.012643814086914,24400
1973-04-02,0.0,1.026452696161572,1.0172468423843384,1.0172468423843384,6400
1973-04-03,0.0,1.0172467405145817,1.012643814086914,1.012643814086914,6800
1973-04-04,0.0,1.0172467580124667,1.0080409049987793,1.0080409049987793,11600
1973-04-05,0.0,1.0172467580124667,1.0080409049987793,1.0080409049987793,6400
1973-04-06,0.0,1.0034383128864974,0.9942324568049699,0.9988353848457336,14000
1973-04-09,0.0,1.003438115119934,0.989629333719201,1.003438115119934,13200
1973-04-10,0.0,1.0264518400570293,0.9988343017595308,1.0218489170074463,24400
1973-04-11,0.0,1.0264518400570293,1.0218489170074463,1.0218489170074463,10400
1973-04-12,0.0,1.0356584787368774,1.0218496990203858,1.0356584787368774,14800
1973-04-13,0.0,1.0448642287935528,1.0310554504394531,1.0310554504394531,13600
1973-04-16,0.0,1.0448639551095202,1.0310551803723902,1.0402610301971436,44400
